TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;005;6101.00;1000;1
Census Block;25;005;6101.00;1001;1
Census Block;25;005;6101.00;1002;1
Census Block;25;005;6101.00;1003;1
Census Block;25;005;6101.00;1004;1
Census Block;25;005;6101.00;1005;1
Census Block;25;005;6101.00;1006;1
Census Block;25;005;6101.00;1007;1
Census Block;25;005;6101.00;1008;1
Census Block;25;005;6101.00;1009;1
Census Block;25;005;6101.00;1010;1
Census Block;25;005;6101.00;1011;1
Census Block;25;005;6101.00;1012;1
Census Block;25;005;6101.00;1013;1
Census Block;25;005;6101.00;1014;1
Census Block;25;005;6101.00;1015;1
Census Block;25;005;6101.00;1016;1
Census Block;25;005;6101.00;1017;1
Census Block;25;005;6101.00;1018;1
Census Block;25;005;6101.00;1019;1
Census Block;25;005;6101.00;1020;1
Census Block;25;005;6101.00;1021;1
Census Block;25;005;6101.00;1022;1
Census Block;25;005;6101.00;1023;1
Census Block;25;005;6101.00;1024;1
Census Block;25;005;6101.00;1025;1
Census Block;25;005;6101.00;1026;1
Census Block;25;005;6101.00;1027;1
Census Block;25;005;6101.00;1028;1
Census Block;25;005;6101.00;1037;1
Census Block;25;005;6101.00;1038;1
Census Block;25;005;6101.00;1039;1
Census Block;25;005;6101.00;1040;1
Census Block;25;005;6101.00;1041;1
Census Block;25;005;6101.00;1042;1
Census Block;25;005;6101.00;1043;1
Census Block;25;005;6101.00;1044;1
Census Block;25;005;6101.00;1045;1
Census Block;25;005;6101.00;1046;1
Census Block;25;005;6101.00;1047;1
Census Block;25;005;6101.00;1048;1
Census Block;25;005;6101.00;1049;1
Census Block;25;005;6101.00;1050;1
Census Block;25;005;6101.00;1051;1
Census Block;25;005;6101.00;1052;1
Census Block;25;005;6101.00;1053;1
Census Block;25;005;6101.00;1054;1
Census Block;25;005;6101.00;1055;1
Census Block;25;005;6101.00;1056;1
Census Block;25;005;6101.00;1057;1
Census Block;25;005;6101.00;1058;1
Census Block;25;005;6101.00;2000;1
Census Block;25;005;6101.00;2001;1
Census Block;25;005;6101.00;2002;1
Census Block;25;005;6101.00;2003;1
Census Block;25;005;6101.00;2004;1
Census Block;25;005;6101.00;2005;1
Census Block;25;005;6101.00;2006;1
Census Block;25;005;6101.00;2007;1
Census Block;25;005;6101.00;2008;1
Census Block;25;005;6101.00;2009;1
Census Block;25;005;6101.00;2010;1
Census Block;25;005;6101.00;2011;1
Census Block;25;005;6101.00;2012;1
Census Block;25;005;6101.00;2013;1
Census Block;25;005;6101.00;2014;1
Census Block;25;005;6101.00;2015;1
Census Block;25;005;6101.00;2016;1
Census Block;25;005;6101.00;2017;1
Census Block;25;005;6101.00;2018;1
Census Block;25;005;6101.00;2019;1
Census Block;25;005;6101.00;2020;1
